TxnID,TxnDate,UserID,StateCode,AppID,Amount,Status,BankID,TxnType,Channel,DeviceOS,SettlementDelayHours,SettlementStatus,PendingTxns,FrozenFunds,,,,,,,,,,,
674688,07-02-2024,U0023792,meghalaya,paytm,515,Success,251,Recharge,App,Android,0.74,Settled,0,0,,,,,,,,,,,
674689,04-02-2024,U0016000,chandigarh,google_pay,181,Success,442,Bill,App,Android,2.07,Settled,0,0,,,,,,,,,,,
674690,27-02-2024,U0250300,madhya_pradesh,phonepe,514,Success,336,Bill,App,Android,1,Settled,0,0,,,,,,,,,,,
674691,10-02-2024,U0336555,rajasthan,google_pay,818,Success,473,Bill,App,Android,0.25,Settled,0,0,,,,,,,,,,,
674692,20-02-2024,U0140745,haryana,amazon_pay,103,Success,196,P2P,App,Android,0.07,Settled,0,0,,,,,,,,,,,
674693,21-02-2024,U0461275,andhra_pradesh,phonepe,76,Success,742,Bill,App,Android,4.72,Settled,0,0,,,,,,,,,,,
674694,19-02-2024,U0404947,kerala,phonepe,927,Success,820,Bill,App,Android,3.11,Settled,0,0,,,,,,,,,,,
674695,19-02-2024,U0055481,telangana,phonepe,5724,Success,560,P2M,App,Android,2.36,Settled,0,0,,,,,,,,,,,
674696,27-02-2024,U0387902,tripura,paytm,205,Success,542,P2M,App,Android,3.38,Settled,0,0,,,,,,,,,,,
674697,02-02-2024,U0477672,madhya_pradesh,google_pay,811,Success,408,Recharge,Web,Android,0.69,Settled,0,0,,,,,,,,,,,
674698,07-02-2024,U0487556,tripura,supermoney,443,Success,743,P2M,App,iOS,0.04,Settled,0,0,,,,,,,,,,,
674699,17-02-2024,U0119817,odisha,supermoney,85,Success,486,Recharge,App,iOS,1.31,Settled,0,0,,,,,,,,,,,
674700,23-02-2024,U0193151,rajasthan,google_pay,753,Success,197,P2M,App,Android,6.62,Settled,0,0,,,,,,,,,,,
674701,23-02-2024,U0156018,haryana,google_pay,640,Success,994,Bill,App,Android,0.33,Settled,0,0,,,,,,,,,,,
674702,04-02-2024,U0071865,kerala,phonepe,2148,Success,477,Bill,App,iOS,1.72,Settled,0,0,,,,,,,,,,,
674703,05-02-2024,U0467327,rajasthan,paytm,469,Success,448,P2M,Web,Android,3.92,Settled,0,0,,,,,,,,,,,
674704,19-02-2024,U0328543,maharashtra,phonepe,449,Success,134,P2M,App,iOS,0.89,Settled,0,0,,,,,,,,,,,
674705,29-02-2024,U0373280,goa,phonepe,648,Success,648,Recharge,App,Android,4.69,Settled,0,0,,,,,,,,,,,
674706,10-02-2024,U0320306,chhattisgarh,google_pay,252,Success,108,P2P,Web,Android,0.03,Settled,0,0,,,,,,,,,,,
674707,28-02-2024,U0426757,manipur,amazon_pay,491,Success,612,Recharge,App,Android,1.37,Settled,0,0,,,,,,,,,,,
674708,27-02-2024,U0265856,manipur,paytm,77,Success,618,Bill,App,Android,0.37,Settled,0,0,,,,,,,,,,,
674709,27-02-2024,U0236940,tripura,bhim,278,Success,787,P2M,Web,Android,0.07,Settled,0,0,,,,,,,,,,,
674710,27-02-2024,U0130232,tamil_nadu,paytm,2706,Success,356,P2P,Web,Android,0.52,Settled,0,0,,,,,,,,,,,
674711,02-02-2024,U0445545,tamil_nadu,supermoney,1405,Success,499,P2M,App,iOS,0.04,Settled,0,0,,,,,,,,,,,
674712,06-02-2024,U0228282,mizoram,amazon_pay,135,Success,791,Bill,App,iOS,0.45,Settled,0,0,,,,,,,,,,,
674713,23-02-2024,U0474888,chhattisgarh,phonepe,51,Success,936,Recharge,App,Android,0.5,Settled,0,0,,,,,,,,,,,
674714,13-02-2024,U0424025,west_bengal,google_pay,539,Success,222,P2P,App,Android,0.33,Settled,0,0,,,,,,,,,,,
674715,06-02-2024,U0124875,assam,paytm,245,Success,514,Recharge,App,Android,0.28,Settled,0,0,,,,,,,,,,,
674716,05-02-2024,U0229207,bihar,google_pay,220,Success,986,Bill,Web,Android,0.91,Settled,0,0,,,,,,,,,,,
674717,28-02-2024,U0225716,west_bengal,paytm,169,Success,709,Bill,Web,Android,1.56,Settled,0,0,,,,,,,,,,,
674718,19-02-2024,U0229736,goa,paytm,382,Success,815,Recharge,App,iOS,0.38,Settled,0,0,,,,,,,,,,,
674719,25-02-2024,U0463468,maharashtra,phonepe,525,Success,765,P2M,App,Android,1.03,Settled,0,0,,,,,,,,,,,
674720,16-02-2024,U0394943,jharkhand,phonepe,623,Success,487,Bill,App,iOS,2.21,Settled,0,0,,,,,,,,,,,
674721,24-02-2024,U0456226,madhya_pradesh,google_pay,411,Success,880,P2M,App,Android,0.6,Settled,0,0,,,,,,,,,,,
674722,06-02-2024,U0474132,jammu_kashmir,phonepe,1307,Success,477,P2P,App,Android,0.28,Settled,0,0,,,,,,,,,,,
674723,11-02-2024,U0333790,nagaland,google_pay,446,Success,465,P2M,App,Android,0.29,Settled,0,0,,,,,,,,,,,
674724,05-02-2024,U0261108,punjab,phonepe,182,Failed,280,Bill,App,iOS,,Pending,0,0,,,,,,,,,,,
674725,21-02-2024,U0246506,andhra_pradesh,google_pay,386,Success,486,Recharge,App,Android,1.45,Settled,0,0,,,,,,,,,,,
674726,24-02-2024,U0141288,uttarakhand,google_pay,423,Success,844,Recharge,Web,iOS,3.88,Settled,0,0,,,,,,,,,,,
674727,19-02-2024,U0230064,manipur,phonepe,235,Success,131,P2M,App,Android,0.74,Settled,0,0,,,,,,,,,,,
674728,02-02-2024,U0318161,tamil_nadu,amazon_pay,932,Success,700,P2M,App,Android,0.4,Settled,0,0,,,,,,,,,,,
674729,01-02-2024,U0001686,delhi,amazon_pay,187,Success,123,Recharge,App,Android,0.87,Settled,0,0,,,,,,,,,,,
674730,07-02-2024,U0073459,uttar_pradesh,phonepe,1978,Success,896,Recharge,App,Android,0.69,Settled,0,0,,,,,,,,,,,
674731,06-02-2024,U0134239,bihar,google_pay,462,Success,227,P2M,App,Android,2.56,Settled,0,0,,,,,,,,,,,
674732,18-02-2024,U0269891,bihar,google_pay,101,Success,485,P2M,App,iOS,0.07,Settled,0,0,,,,,,,,,,,
674733,14-02-2024,U0288091,maharashtra,google_pay,91,Success,153,Bill,App,iOS,0.39,Settled,0,0,,,,,,,,,,,
674734,10-02-2024,U0307435,madhya_pradesh,phonepe,64,Success,447,Bill,App,Android,3.73,Settled,0,0,,,,,,,,,,,
674735,15-02-2024,U0129878,uttarakhand,amazon_pay,175,Success,133,P2M,App,Android,1.17,Settled,0,0,,,,,,,,,,,
674736,19-02-2024,U0426242,tripura,google_pay,146,Success,737,Recharge,Web,Android,1.09,Settled,0,0,,,,,,,,,,,
674737,28-02-2024,U0064120,jharkhand,google_pay,922,Success,423,Recharge,Web,Android,0.33,Settled,0,0,,,,,,,,,,,
674738,01-02-2024,U0304892,haryana,google_pay,475,Success,540,P2M,App,Android,0.35,Settled,0,0,,,,,,,,,,,
674739,26-02-2024,U0081568,jammu_kashmir,amazon_pay,1684,Success,118,P2M,App,Android,4.05,Settled,0,0,,,,,,,,,,,
674740,07-02-2024,U0243045,chhattisgarh,google_pay,1020,Success,560,P2P,App,Android,0.07,Settled,0,0,,,,,,,,,,,
674741,27-02-2024,U0149251,sikkim,google_pay,164,Success,733,Bill,App,iOS,0.3,Settled,0,0,,,,,,,,,,,
674742,18-02-2024,U0141361,punjab,amazon_pay,186,Success,398,P2M,App,Android,1.86,Settled,0,0,,,,,,,,,,,
674743,15-02-2024,U0295451,karnataka,paytm,1348,Success,412,Bill,App,Android,0.19,Settled,0,0,,,,,,,,,,,
674744,20-02-2024,U0360797,madhya_pradesh,google_pay,515,Success,748,P2P,App,Android,0.95,Settled,0,0,,,,,,,,,,,
674745,27-02-2024,U0272964,rajasthan,phonepe,1067,Success,843,Bill,App,Android,2.62,Settled,0,0,,,,,,,,,,,
674746,11-02-2024,U0147083,andhra_pradesh,supermoney,873,Success,108,Bill,App,iOS,1.18,Settled,0,0,,,,,,,,,,,
674747,28-02-2024,U0127551,uttar_pradesh,google_pay,500,Success,492,Recharge,Web,iOS,0.37,Settled,0,0,,,,,,,,,,,
674748,13-02-2024,U0021881,tamil_nadu,supermoney,708,Success,281,P2P,App,Android,1.41,Settled,0,0,,,,,,,,,,,
674749,23-02-2024,U0332806,gujarat,amazon_pay,538,Success,369,Recharge,App,Android,0.19,Settled,0,0,,,,,,,,,,,
674750,04-02-2024,U0250940,delhi,supermoney,2847,Success,736,Recharge,App,iOS,2.3,Settled,0,0,,,,,,,,,,,
674751,06-02-2024,U0195055,goa,phonepe,437,Success,628,Recharge,App,Android,0.08,Settled,0,0,,,,,,,,,,,
674752,01-02-2024,U0068248,uttar_pradesh,phonepe,753,Success,944,P2P,App,Android,1.37,Settled,0,0,,,,,,,,,,,
674753,17-02-2024,U0302561,delhi,phonepe,48,Success,598,Recharge,App,iOS,2.22,Settled,0,0,,,,,,,,,,,
674754,09-02-2024,U0097741,chandigarh,paytm,346,Success,213,Bill,App,Android,0.01,Settled,0,0,,,,,,,,,,,
674755,13-02-2024,U0103904,haryana,phonepe,1444,Success,717,Bill,Web,Android,1.09,Settled,0,0,,,,,,,,,,,
674756,29-02-2024,U0185441,maharashtra,google_pay,1162,Success,857,Bill,App,Android,0.78,Settled,0,0,,,,,,,,,,,
674757,25-02-2024,U0028343,odisha,google_pay,752,Success,443,Bill,App,Android,4.01,Settled,0,0,,,,,,,,,,,
674758,28-02-2024,U0183156,bihar,phonepe,377,Success,557,P2M,App,Android,0.11,Settled,0,0,,,,,,,,,,,
674759,06-02-2024,U0051281,meghalaya,google_pay,74,Success,859,P2M,App,Android,2.54,Settled,0,0,,,,,,,,,,,
674760,04-02-2024,U0289538,odisha,supermoney,4366,Success,348,P2M,Web,Android,4.64,Settled,0,0,,,,,,,,,,,
674761,14-02-2024,U0263449,odisha,google_pay,347,Success,642,Bill,App,Android,0.37,Settled,0,0,,,,,,,,,,,
674762,08-02-2024,U0210239,karnataka,paytm,2315,Success,864,P2P,App,iOS,0.22,Settled,0,0,,,,,,,,,,,
674763,07-02-2024,U0241763,chhattisgarh,paytm,2172,Success,539,Bill,App,Android,0.74,Settled,0,0,,,,,,,,,,,
674764,08-02-2024,U0066706,karnataka,supermoney,257,Success,774,P2M,App,Android,0.39,Settled,0,0,,,,,,,,,,,
674765,09-02-2024,U0024694,telangana,google_pay,58,Success,280,P2M,App,iOS,0.21,Settled,0,0,,,,,,,,,,,
674766,14-02-2024,U0181672,chhattisgarh,google_pay,699,Success,272,Recharge,App,iOS,0.8,Settled,0,0,,,,,,,,,,,
674767,16-02-2024,U0370059,uttar_pradesh,paytm,480,Success,621,Recharge,App,Android,0.05,Settled,0,0,,,,,,,,,,,
674768,19-02-2024,U0492600,bihar,supermoney,348,Success,538,Recharge,App,Android,0.81,Settled,0,0,,,,,,,,,,,
674769,03-02-2024,U0244779,tamil_nadu,google_pay,850,Success,257,Recharge,App,Android,0.32,Settled,0,0,,,,,,,,,,,
674770,15-02-2024,U0301552,maharashtra,paytm,326,Success,349,P2M,Web,Android,1.24,Settled,0,0,,,,,,,,,,,
674771,27-02-2024,U0486949,assam,phonepe,569,Success,631,P2P,App,Android,2.43,Settled,0,0,,,,,,,,,,,
674772,23-02-2024,U0094780,uttar_pradesh,phonepe,524,Success,343,Bill,App,Android,1.82,Settled,0,0,,,,,,,,,,,
674773,04-02-2024,U0071347,maharashtra,phonepe,423,Success,928,P2M,App,Android,4.97,Settled,0,0,,,,,,,,,,,
674774,12-02-2024,U0192020,karnataka,google_pay,1046,Success,896,Bill,App,Android,0.24,Settled,0,0,,,,,,,,,,,
674775,21-02-2024,U0234437,tamil_nadu,amazon_pay,182,Success,912,P2M,App,Android,0.96,Settled,0,0,,,,,,,,,,,
674776,04-02-2024,U0420772,andhra_pradesh,google_pay,94,Success,562,Recharge,App,iOS,2.83,Settled,0,0,,,,,,,,,,,
674777,28-02-2024,U0181132,andhra_pradesh,google_pay,265,Failed,483,Bill,App,Android,,Pending,0,0,,,,,,,,,,,
674778,02-02-2024,U0396530,andhra_pradesh,bhim,4771,Failed,591,P2M,App,Android,,Pending,0,1,,,,,,,,,,,
674779,08-02-2024,U0401370,madhya_pradesh,google_pay,117,Success,824,P2M,App,Android,0.29,Settled,0,0,,,,,,,,,,,
674780,19-02-2024,U0213923,bihar,bhim,437,Success,612,P2M,Web,Android,0.73,Settled,0,0,,,,,,,,,,,
674781,14-02-2024,U0301504,tamil_nadu,supermoney,262,Success,174,Recharge,App,Android,0.76,Settled,0,0,,,,,,,,,,,
674782,22-02-2024,U0399066,goa,google_pay,74,Success,244,P2M,App,Android,1.75,Settled,0,0,,,,,,,,,,,
674783,04-02-2024,U0193191,punjab,google_pay,57,Success,443,Recharge,App,Android,2.7,Settled,0,0,,,,,,,,,,,
674784,12-02-2024,U0273552,maharashtra,phonepe,189,Success,659,Bill,App,Android,1.21,Settled,0,0,,,,,,,,,,,
674785,03-02-2024,U0399512,bihar,phonepe,3854,Success,674,P2M,App,Android,1.57,Settled,0,0,,,,,,,,,,,
674786,02-02-2024,U0014639,jammu_kashmir,supermoney,26,Success,647,P2M,App,Android,0.87,Settled,0,0,,,,,,,,,,,
674787,17-02-2024,U0081316,jharkhand,phonepe,647,Success,402,P2P,App,Android,2.24,Settled,0,0,,,,,,,,,,,
674788,06-02-2024,U0424623,uttar_pradesh,phonepe,330,Success,260,Recharge,Web,Android,2.14,Settled,0,0,,,,,,,,,,,
674789,10-02-2024,U0060405,madhya_pradesh,amazon_pay,637,Success,500,Bill,App,iOS,2.68,Settled,0,0,,,,,,,,,,,
674790,12-02-2024,U0343514,delhi,amazon_pay,169,Success,301,Bill,App,Android,4.03,Settled,0,0,,,,,,,,,,,
674791,25-02-2024,U0472225,uttarakhand,supermoney,3835,Success,794,P2M,App,iOS,0.74,Settled,0,0,,,,,,,,,,,
674792,02-02-2024,U0199525,tripura,google_pay,678,Success,621,P2P,Web,Android,2.16,Settled,0,0,,,,,,,,,,,
674793,07-02-2024,U0412971,rajasthan,google_pay,1740,Success,177,P2M,App,iOS,4.87,Settled,0,0,,,,,,,,,,,
674794,02-02-2024,U0235860,assam,google_pay,238,Success,308,Bill,App,Android,0.9,Settled,0,0,,,,,,,,,,,
674795,12-02-2024,U0414108,punjab,paytm,303,Success,619,Recharge,App,Android,6.8,Settled,0,0,,,,,,,,,,,
674796,16-02-2024,U0043291,uttarakhand,google_pay,1138,Success,873,Recharge,App,Android,4.77,Settled,0,0,,,,,,,,,,,
674797,06-02-2024,U0190363,mizoram,amazon_pay,466,Success,640,P2M,App,Android,1.35,Settled,0,0,,,,,,,,,,,
674798,18-02-2024,U0408077,andhra_pradesh,phonepe,2022,Success,825,Bill,App,Android,0.35,Settled,0,0,,,,,,,,,,,
674799,10-02-2024,U0316980,maharashtra,bhim,381,Success,733,P2M,App,iOS,0.21,Settled,0,0,,,,,,,,,,,
674800,03-02-2024,U0241933,andhra_pradesh,phonepe,120,Success,701,P2M,App,Android,3.14,Settled,0,0,,,,,,,,,,,
674801,25-02-2024,U0485978,nagaland,google_pay,952,Success,638,P2M,App,Android,1.18,Settled,0,0,,,,,,,,,,,
674802,19-02-2024,U0016626,maharashtra,phonepe,136,Success,783,P2M,App,Android,3.36,Settled,0,0,,,,,,,,,,,
674803,27-02-2024,U0036985,manipur,google_pay,1042,Success,130,Recharge,App,Android,0.14,Settled,0,0,,,,,,,,,,,
674804,23-02-2024,U0074066,jharkhand,amazon_pay,368,Success,928,Recharge,App,iOS,1.25,Settled,0,0,,,,,,,,,,,
674805,01-02-2024,U0096556,kerala,supermoney,97,Success,296,P2P,App,Android,2.24,Settled,0,0,,,,,,,,,,,
674806,13-02-2024,U0387047,chandigarh,amazon_pay,1197,Success,449,P2M,Web,Android,0.46,Settled,0,0,,,,,,,,,,,
674807,15-02-2024,U0305460,andhra_pradesh,google_pay,512,Success,573,P2P,App,Android,0.86,Settled,0,0,,,,,,,,,,,
674808,02-02-2024,U0486502,maharashtra,google_pay,120,Success,821,P2M,App,Android,0.04,Settled,0,0,,,,,,,,,,,
674809,23-02-2024,U0302033,rajasthan,amazon_pay,196,Failed,348,Recharge,App,Android,,Pending,0,1,,,,,,,,,,,
674810,15-02-2024,U0323110,uttarakhand,google_pay,954,Success,558,P2M,Web,Android,5.71,Settled,0,0,,,,,,,,,,,
674811,19-02-2024,U0439685,delhi,paytm,338,Success,637,Bill,App,Android,2.58,Settled,0,0,,,,,,,,,,,
674812,25-02-2024,U0242746,chandigarh,google_pay,99,Pending,816,P2M,App,iOS,,Pending,1,0,,,,,,,,,,,
674813,22-02-2024,U0100245,uttarakhand,google_pay,5199,Success,226,P2M,App,Android,0.4,Settled,0,0,,,,,,,,,,,
674814,03-02-2024,U0418752,maharashtra,phonepe,210,Success,582,Bill,App,Android,2.68,Settled,0,0,,,,,,,,,,,
674815,19-02-2024,U0249850,sikkim,amazon_pay,346,Success,723,Recharge,App,Android,0.03,Settled,0,0,,,,,,,,,,,
674816,26-02-2024,U0197878,odisha,supermoney,788,Success,536,P2P,Web,Android,0.58,Settled,0,0,,,,,,,,,,,
674817,06-02-2024,U0073262,bihar,paytm,524,Success,680,P2M,App,Android,0.7,Settled,0,0,,,,,,,,,,,
674818,06-02-2024,U0341700,haryana,google_pay,148,Success,675,Bill,App,Android,0.1,Settled,0,0,,,,,,,,,,,
674819,09-02-2024,U0023554,bihar,phonepe,418,Success,184,Recharge,App,Other,3.43,Settled,0,0,,,,,,,,,,,
674820,24-02-2024,U0338623,tamil_nadu,google_pay,310,Success,728,Recharge,App,Android,3.14,Settled,0,0,,,,,,,,,,,
674821,03-02-2024,U0364951,maharashtra,phonepe,224,Success,313,Bill,App,iOS,1.61,Settled,0,0,,,,,,,,,,,
674822,15-02-2024,U0457484,telangana,paytm,70,Success,296,Recharge,App,Android,1.62,Settled,0,0,,,,,,,,,,,
674823,24-02-2024,U0007723,bihar,phonepe,1132,Success,590,P2P,App,Android,0.45,Settled,0,0,,,,,,,,,,,
674824,24-02-2024,U0020318,jammu_kashmir,phonepe,9575,Success,994,Recharge,App,iOS,5.43,Settled,0,0,,,,,,,,,,,
674825,01-02-2024,U0317273,tamil_nadu,google_pay,199,Success,303,P2P,App,Android,1.62,Settled,0,0,,,,,,,,,,,
674826,22-02-2024,U0136096,gujarat,supermoney,1860,Success,525,P2M,App,Android,2.87,Settled,0,0,,,,,,,,,,,
674827,22-02-2024,U0312774,nagaland,google_pay,417,Failed,602,Bill,Web,Android,,Pending,0,1,,,,,,,,,,,
674828,11-02-2024,U0070577,manipur,amazon_pay,245,Success,972,Recharge,App,Android,0.69,Settled,0,0,,,,,,,,,,,
674829,02-02-2024,U0496843,tamil_nadu,amazon_pay,525,Success,257,P2M,Web,Android,1.16,Settled,0,0,,,,,,,,,,,
674830,13-02-2024,U0101019,delhi,paytm,3870,Success,431,Bill,App,Android,0.62,Settled,0,0,,,,,,,,,,,
674831,16-02-2024,U0401533,kerala,google_pay,269,Success,641,Bill,App,Android,0.79,Settled,0,0,,,,,,,,,,,
674832,18-02-2024,U0118255,jharkhand,phonepe,192,Success,210,P2P,App,Android,0.36,Settled,0,0,,,,,,,,,,,
674833,10-02-2024,U0013452,telangana,google_pay,429,Success,362,P2P,App,Android,0.44,Settled,0,0,,,,,,,,,,,
674834,04-02-2024,U0095764,kerala,phonepe,457,Success,127,Bill,App,Android,0.03,Settled,0,0,,,,,,,,,,,
674835,09-02-2024,U0255801,chhattisgarh,phonepe,1535,Success,588,P2P,App,Android,1.77,Settled,0,0,,,,,,,,,,,
674836,15-02-2024,U0450044,odisha,paytm,123,Success,425,Bill,App,iOS,3.46,Settled,0,0,,,,,,,,,,,
674837,05-02-2024,U0005363,haryana,phonepe,70,Success,448,Bill,App,iOS,0.12,Settled,0,0,,,,,,,,,,,
674838,19-02-2024,U0191739,nagaland,phonepe,3383,Success,603,P2P,App,Android,0.73,Settled,0,0,,,,,,,,,,,
674839,19-02-2024,U0465743,tamil_nadu,phonepe,640,Success,270,Bill,App,iOS,0.39,Settled,0,0,,,,,,,,,,,
674840,25-02-2024,U0364468,madhya_pradesh,phonepe,934,Success,855,P2M,App,Android,4.47,Settled,0,0,,,,,,,,,,,
674841,01-02-2024,U0360876,bihar,paytm,1322,Success,455,Bill,App,Android,3.12,Settled,0,0,,,,,,,,,,,
674842,06-02-2024,U0270103,rajasthan,phonepe,223,Success,231,P2P,App,Android,1.45,Settled,0,0,,,,,,,,,,,
674843,05-02-2024,U0314178,andhra_pradesh,supermoney,322,Success,180,P2P,Web,Android,0.19,Settled,0,0,,,,,,,,,,,
674844,04-02-2024,U0467793,odisha,amazon_pay,144,Success,582,Recharge,App,Android,0.11,Settled,0,0,,,,,,,,,,,
674845,25-02-2024,U0283380,madhya_pradesh,paytm,146,Success,806,P2M,App,iOS,0.88,Settled,0,0,,,,,,,,,,,
674846,26-02-2024,U0257501,chhattisgarh,bhim,353,Success,640,Recharge,App,Android,0.26,Settled,0,0,,,,,,,,,,,
674847,09-02-2024,U0177166,west_bengal,paytm,78,Success,806,Bill,App,iOS,4.8,Settled,0,0,,,,,,,,,,,
674848,20-02-2024,U0250763,manipur,paytm,1350,Success,691,P2M,App,Android,0.94,Settled,0,0,,,,,,,,,,,
674849,21-02-2024,U0367900,odisha,google_pay,124,Success,477,Bill,App,Android,0.14,Settled,0,0,,,,,,,,,,,
674850,12-02-2024,U0246210,mizoram,paytm,440,Success,521,Recharge,App,iOS,0.84,Settled,0,0,,,,,,,,,,,
674851,10-02-2024,U0313383,rajasthan,google_pay,990,Success,845,Recharge,App,Android,1.29,Settled,0,0,,,,,,,,,,,
674852,27-02-2024,U0239733,goa,phonepe,64,Success,344,P2P,App,Android,3.18,Settled,0,0,,,,,,,,,,,
674853,09-02-2024,U0093137,uttarakhand,paytm,352,Success,757,P2M,App,iOS,1.39,Settled,0,0,,,,,,,,,,,
674854,29-02-2024,U0322650,nagaland,google_pay,303,Success,815,P2M,App,Android,0.52,Settled,0,0,,,,,,,,,,,
674855,20-02-2024,U0146889,chhattisgarh,supermoney,429,Success,675,P2P,App,Android,1.31,Settled,0,0,,,,,,,,,,,
674856,09-02-2024,U0431585,uttar_pradesh,google_pay,765,Success,920,Bill,App,iOS,0.31,Settled,0,0,,,,,,,,,,,
674857,04-02-2024,U0257461,madhya_pradesh,google_pay,288,Success,133,Recharge,App,Android,2.99,Settled,0,0,,,,,,,,,,,
674858,08-02-2024,U0353137,uttarakhand,supermoney,194,Success,651,Recharge,App,Android,0.68,Settled,0,0,,,,,,,,,,,
674859,12-02-2024,U0388868,goa,phonepe,133,Success,585,Bill,App,Android,2.77,Settled,0,0,,,,,,,,,,,
674860,14-02-2024,U0452860,tamil_nadu,amazon_pay,218,Success,903,Bill,App,Android,0.89,Settled,0,0,,,,,,,,,,,
674861,17-02-2024,U0235838,punjab,supermoney,717,Success,968,Bill,App,Android,1.12,Settled,0,0,,,,,,,,,,,
674862,08-02-2024,U0145635,madhya_pradesh,google_pay,454,Success,504,Recharge,Web,Android,2.3,Settled,0,0,,,,,,,,,,,
674863,14-02-2024,U0150121,chhattisgarh,paytm,117,Success,579,P2P,App,Android,4.33,Settled,0,0,,,,,,,,,,,
674864,29-02-2024,U0498709,karnataka,phonepe,426,Success,957,Bill,Web,iOS,4.01,Settled,0,0,,,,,,,,,,,
674865,17-02-2024,U0018814,mizoram,google_pay,84,Success,947,Recharge,App,Android,1.92,Settled,0,0,,,,,,,,,,,
674866,20-02-2024,U0219984,karnataka,phonepe,49,Success,162,Recharge,App,Android,0.43,Settled,0,0,,,,,,,,,,,
674867,06-02-2024,U0495098,madhya_pradesh,google_pay,673,Success,764,P2P,Web,iOS,2.69,Settled,0,0,,,,,,,,,,,
674868,11-02-2024,U0163009,andhra_pradesh,google_pay,786,Success,549,P2P,App,Android,1.17,Settled,0,0,,,,,,,,,,,
674869,20-02-2024,U0023688,mizoram,google_pay,334,Success,505,P2P,App,Android,0.52,Settled,0,0,,,,,,,,,,,
674870,12-02-2024,U0179659,rajasthan,paytm,3192,Success,939,P2P,Web,Android,1.69,Settled,0,0,,,,,,,,,,,
674871,15-02-2024,U0010947,rajasthan,paytm,1292,Success,195,P2P,App,Android,0.07,Settled,0,0,,,,,,,,,,,
674872,17-02-2024,U0438602,chandigarh,phonepe,427,Success,374,Recharge,App,iOS,0.04,Settled,0,0,,,,,,,,,,,
674873,28-02-2024,U0368736,haryana,google_pay,1211,Success,720,Recharge,App,Android,0.78,Settled,0,0,,,,,,,,,,,
674874,15-02-2024,U0134242,andhra_pradesh,google_pay,2591,Success,436,P2M,Web,Android,0.05,Settled,0,0,,,,,,,,,,,
674875,15-02-2024,U0072221,gujarat,paytm,330,Success,558,Recharge,Web,iOS,1.4,Settled,0,0,,,,,,,,,,,
674876,05-02-2024,U0396019,manipur,google_pay,503,Success,299,Bill,App,Android,6.21,Settled,0,0,,,,,,,,,,,
674877,14-02-2024,U0084948,punjab,amazon_pay,1416,Success,628,P2M,Web,Android,2.86,Settled,0,0,,,,,,,,,,,
674878,25-02-2024,U0372886,uttarakhand,bhim,1028,Failed,575,Recharge,App,Android,,Pending,0,1,,,,,,,,,,,
674879,13-02-2024,U0477676,maharashtra,phonepe,720,Success,974,Recharge,App,iOS,1.39,Settled,0,0,,,,,,,,,,,
674880,11-02-2024,U0150026,punjab,google_pay,2013,Success,769,Recharge,App,Android,0.18,Settled,0,0,,,,,,,,,,,
674881,16-02-2024,U0193138,rajasthan,amazon_pay,2737,Success,370,P2P,App,iOS,0.82,Settled,0,0,,,,,,,,,,,
674882,28-02-2024,U0208360,uttarakhand,amazon_pay,194,Success,671,Recharge,App,Android,0.57,Settled,0,0,,,,,,,,,,,
674883,17-02-2024,U0064398,maharashtra,paytm,71,Success,897,Bill,App,Android,0.39,Settled,0,0,,,,,,,,,,,
674884,12-02-2024,U0487172,tamil_nadu,google_pay,553,Success,823,Bill,Web,Android,0.67,Settled,0,0,,,,,,,,,,,
674885,23-02-2024,U0051725,rajasthan,phonepe,44,Success,546,P2M,App,Android,0.76,Settled,0,0,,,,,,,,,,,
674886,14-02-2024,U0258688,delhi,google_pay,111,Success,472,Recharge,App,Android,0.99,Settled,0,0,,,,,,,,,,,
674887,06-02-2024,U0097468,kerala,google_pay,72,Success,373,Bill,App,Android,1.31,Settled,0,0,,,,,,,,,,,
674888,16-02-2024,U0404969,maharashtra,phonepe,425,Success,805,P2M,App,iOS,2.68,Settled,0,0,,,,,,,,,,,
674889,02-02-2024,U0141817,bihar,google_pay,140,Success,629,Recharge,App,iOS,0.41,Settled,0,0,,,,,,,,,,,
674890,11-02-2024,U0047765,tripura,bhim,226,Success,721,Recharge,App,Android,1.05,Settled,0,0,,,,,,,,,,,
674891,14-02-2024,U0157573,karnataka,supermoney,553,Success,329,P2P,App,iOS,1.42,Settled,0,0,,,,,,,,,,,
674892,26-02-2024,U0048872,maharashtra,google_pay,232,Success,990,Recharge,App,Android,1.78,Settled,0,0,,,,,,,,,,,
674893,14-02-2024,U0387086,punjab,google_pay,9,Success,482,P2P,App,iOS,1.49,Settled,0,0,,,,,,,,,,,
674894,27-02-2024,U0414340,bihar,supermoney,1053,Success,389,Bill,App,iOS,1.41,Settled,0,0,,,,,,,,,,,
674895,22-02-2024,U0023589,tamil_nadu,supermoney,702,Success,243,P2M,App,Android,6.53,Settled,0,0,,,,,,,,,,,
674896,23-02-2024,U0110613,chhattisgarh,phonepe,374,Pending,615,P2M,App,Android,,Pending,1,0,,,,,,,,,,,
674897,15-02-2024,U0337661,arunachal_pradesh,phonepe,272,Success,973,P2M,Web,iOS,0.78,Settled,0,0,,,,,,,,,,,
674898,19-02-2024,U0362434,andhra_pradesh,supermoney,160,Success,487,Bill,App,iOS,0.18,Settled,0,0,,,,,,,,,,,
